Datetime,Content,Username,DisplayName,Location,Lang,Content_en,polarity,subjectivity
2023-02-04 23:28:55+00:00,"sin embargo otra cuestion es que segun un informe de la secretaria de salud cerca del 90 de personas que presentan sobrepeso tambien padecen diabetes lo cual lo vuelve un problema de gobiernosalud

httpstconuz19anzp3",_adrools,gaeladriel ,"tijuana, baja california",es,"However, another question is that according to a report by the Secretary of Health near people who are overweight, they also suffer from diabetes which makes it a problem of governments",0.1,0.4
2023-05-22 17:13:20+00:00,v12stig mirmierda si fue en el imss simon,reforce,reforce,mexico,es,Imierda if it was at the IMSS Simon,0.0,0.0
2023-05-10 17:55:05+00:00,monclova derechohabientes del imss de la clinica 7 en monclova no pueden completar sus tratamientos debido a la falta de medicamento httpstcoqchmnyerkl,zocalomva,zocalo monclova,"monclova, coahuila de zaragoza",es,Monclova Righthabientes of the IMSS of the clinic in Monclova cannot complete their treatments due to the lack of medication httpstcoqchmnyerkl,-0.012499999999999997,0.3875
2023-06-15 23:26:13+00:00,fernandeznorona zoerobledo tuimss usa la logica diputado por eso es el cubre boca ,doblealfaromeo,pavlovgdl,yan zhou  guangzhou  rpc,es,FERNANDEZNORONA ZOEROBLEDO TUIMSS Use the Logica Deputy That is why it is the mouth cover,0.0,0.0
2023-05-18 22:51:27+00:00,laderh tuimss es legal que le den largas a tu seguro meses despues de que entraste a laborar,marirosiesa,mari rosie s.,cuu mx,es,Slope Timss is legal to give your insurance months after you entered to work,0.2,0.2
2023-04-27 17:14:27+00:00,la secretaria de salud de coahuila  en coordinacion con el sindicato nacional de trabajadores de la secretaria de salud hicieron entrega de 53 medallas y diplomas por 45 40 35 30 25 y 20 anos de servicio httpstcokgdznzjcnx,ahuizoter,revista el ahuizote,unknow,es,The Secretary of Health of Coagula in coordination with the National Union of Workers of the Secretary of Health delivered medals and diplomas for and years of service httpstcokgdznzjcnx,0.0,0.0
2023-06-14 15:10:22+00:00,tuimss juaninoble zoerobledo no necesita comunicacion zoquetes necesita una cirugia,elbetitofl26,nacho rivero stan,ciudad de mexico,es,TUIMSS JUANINOBLE ZOERObledo does not need zoquetes communication needs surgery,0.0,0.0
2023-05-09 00:44:46+00:00,missclavito a lo mejor son las nuevas instalaciones de alto nivel del imssbienestar,arturoqr4,arturoqr ,unknow,es,Missclavito maybe are the new high -level facilities of the IMSSBienestar,0.1481818181818182,0.4972727272727272
2023-05-29 17:24:44+00:00,tuimss buen dia  como puedo hacer una queja sobre el servicio en el hgr 72 en tlalnepantla de baz ,cecelectron,cece,cdmx,es,Tuimss good day how can I make a complaint about the service in the HER in Tlalnepantla de Paz,0.19999999999999998,0.4
2023-05-01 18:19:01+00:00,"el imss ya se ve como los hospitales de dinamarca

la 4t va  httpstcodvn1vwomrh",elcarlosvega,el carlos vega,puebla.,es,The IMSS is already seen as the hospitals of Denmark the VA,0.0,0.0
2023-05-13 02:51:22+00:00,atencion medica gratuita y mas especialistas anuncia gobernador tras firmar convenio imssbienestar ciudad victoria tamaulipas  el gobierno de tamaulipas firmo este viernes el acuerdo para la ampliacion de la operacion del programa imssbienestar httpstcoxfex0fm9ma,portalnt,noticias de tampico,tampico,es,"Free medical care and more specialists announces governor after signing an IMSsbienestar Ciudad Victoria Tamaulipas Convention, the Tamaulipas government signed on Friday the agreement for the expansion of the operation of the IMSSBienestar program",0.3,0.43333333333333335
2023-04-29 06:07:26+00:00,"blancasmadrigal occsosa tuimss y esto apenas empieza
jamas se detuvieron a pensar que unos cuantos pesos al mes no sustituyen a todo un sistema de seguridad social
ni pensar que se  reian del desabasto de medicamentos para los ninos con cancer",andrspadillaca1,andres padilla camacho,unknow,es,Blancasmadrigal Ocious Tuimss and this barely begins to think that a few pesos per month do not replace a whole social security system or think that they rely from the contempt of medicines for children with cancer,0.02083333333333333,0.16666666666666669
2023-05-14 15:12:48+00:00,tuimss y la de atender bien chambear no se la saben,josgonz33682180,dzhoen,unknow,es,Tuimss and to attend well change do not know,0.0,0.0
2023-04-30 16:30:49+00:00,atendera imss tlaxcala servicio de urgencias y hospitalizacion el 1 de mayo httpstcowv7rafnklc,quadratintlax,quadratin tlaxcala,"tlaxcala, mexico",es,attend IMSS Tlaxcala Emergency and Hospitalization Service on May,0.0,0.0
2023-04-29 08:13:22+00:00,blancasmadrigal tuimss creo que desde el inicio debes de indicar en que clinica de que ciudad en que fecha en que hora en lugar de querer embarrar a todo el pais feliz con tus 585k views  de otra manera no hubieras tenido ni 20 intentalo la proxima vez,normavilla23,norma villa,unknow,es,"Blancasmadrigal Timsss I think that from the beginning you must indicate in what clinic that city on what time, instead of wanting to muddle the entire happy country with your view otherwise you would not have had or intend it the next time",0.26666666666666666,0.5416666666666666
2023-04-27 02:27:07+00:00,"patyygarciaa vialidadxalapa eepero haya algo similar para festejar a la estultucia en su maxima expresion donde nuestras flamantes autoridades pasaron por alto la regulatoria de pirotecnia con un evento en el estadio donde ademas a un lado hay un hgz de zona del imss
",valensdj,dj valens,"xalapa, veracruz de ignacio de",es,Patygarciaa Vialidadxalapa I hope there is something similar to celebrate the stultucia in its maximum expression where our brand new authorities passed the regulatory of pyrotechnics with an event in the stadium where there is also a beam of IMSS zone of the IMSS,0.06818181818181818,0.42727272727272725
2023-05-15 01:42:33+00:00,rubyalmazan mreldiablo8 tuimss si aplica ley olimpia grabar y distribuir contenido sexual sin consentimiento configura delito y puede denunciar ante fiscalia que el imss termine sus relaciones laborales es otra cosa y esta totalmente dentro de la ley federal laboral la rescision del funcionario,arrietamadridld,luis da.,mexico.,es,Rubyalmazan Timsss If Olimpia Law applies and distribute sexual content without consent configures crime and can denounce before prosecutoria that the IMSS ends its labor relations is something else and is totally within the Federal Labor Law the termination of the official,0.25,0.7916666666666667
2023-05-16 17:31:43+00:00,tuimss zoerobledo su atencion por favor,narizrojaac,nariz roja ac,guadalajara jalisco mexico,es,Tuimss Zoerobledo your attention please,0.0,0.0
2023-06-09 19:20:40+00:00,"pattygmiranda sandracuevas anda chingandose a los pobres y cerrandome las puertas a nuestras ricas aguas y bebidas nacionales 
por eso instituciones como imss no se dan abasto los ninos la pagan",rubenfigueroas8,ruben figueroa sandoval,unknow,es,"Pattygmiranda Sandracuevas Anda Chingados to the poor and closing the doors to our rich national waters and drinks, so institutions such as IMSS are not supplied the children pay it",-0.00833333333333334,0.6166666666666667
2023-02-15 22:53:56+00:00,mis redes sociales resulta que son de secretaria de salud tambien ,iutsagi,rene ,unknow,es,My social networks turns out that they are from the Secretary of Health too,0.03333333333333333,0.06666666666666667
2023-06-24 22:05:16+00:00,"pbperito zoilareyna10 ssaludmx lopezobrador y es aqui donde afirmo que mis cuotas obreropatronal se las roban y desvian 
si puedes evitar dar de alta a tus empleados en tuimss  hazlo dales dinero por fuera
a la chingada el imss y zoerobledo pinches ladrones de mierda",jc59805465,juan carlos #opcmx,"guadalajara, jalisco",es,Expert Ssaludmx Lopezobrador and it is here where I affirm that my workers' quotas are steal and dive,0.0,0.0
2023-06-19 18:18:09+00:00,lopezobrador sr presidente para cuando esta contemplado que chiapas se una al imss bienestar ya que habian dicho que para abril y ya va a terminar junio y no vemos claro  o rutilio no quiere,alvarozarasuas,alvaro hernandez zarasuas,unknow,es,LOPEZOBRADOR SR President for when he is contemplated that sparks join the IMSS Welfare since they had said that for April and will end June and we do not see clear or help does not want,0.10000000000000002,0.3833333333333333
2023-06-13 11:07:47+00:00,fzavala12 y si tu crees esas notas se nota que eres endejo  analfabestia tengo personas muy cercanas con terrible enfermedad y el imss las atendio oportunamente y les salvo la vida  esta es la estrategia del priand  httpstcobdomzyaqy4,gpmorso,gloria perez,unknow,es,And if you believe those notes you can see that you are an illiterate asshole I have very close people with terrible disease and the IMSS attended timely and saved their lives this is the piano strategy,-0.4,0.65
2023-06-20 16:31:42+00:00,tuimss son perras mmds y luego la atencion de su personal pues que uno esta pidiendo linosna uno paga y lo mejos q se espera es que te traten bien,griyito25,ajch'inay,toluca,es,Tuimss are mats dogs and then the attention of their staff because one is asking for alms one pays and the best thing is expected is that they treat you well,0.45,0.35
2023-05-16 19:29:04+00:00,"la secretaria de salud mental y adicciones de salta participo en el taller de implementacion del programa de accion para superar las brechas en salud mental
httpstcoldr4ev1unt httpstcouehurxudpk",smentalsalta,secretaria de salud mental y adicciones salta,unknow,es,The Secretary of Mental Health and Addictions of Salta participated in the Action Program Implementation Workshop,0.0,0.15000000000000002
2023-05-19 19:21:25+00:00,tuimss imssbienestar tuimss asesinos,dannamr33,danna,unknow,es,IMSSBienestar Killer Tuimss,0.0,0.0
2023-06-15 20:26:25+00:00,smaciasr lopezobrador hlgatell tuimss gobierno asesino,diazlili7,lili,unknow,es,TATIAR LOPEZOBRADOR HLGATELL TUIMSS KILLER GOVERNMENT,0.0,0.0
2023-05-02 17:57:40+00:00,scherermar normativamente los contratos tanto su administracion como sus pagos estaran a cargo del imssbienestar esto siempre pasa cuando hay extincion de un ente publico desde hace muchos anos,jrochavez,jorge r ch,mexico df,es,regulatively scheremar contracts both their administration and their payments will be in charge of the IMSSbienestar this always happens when there is extinction of a public entity for many years,0.25,0.2833333333333333
2023-06-11 17:16:07+00:00,neurosurgeonnn lopezobrador beatrizgmuller adanaugusto ceavmex cndh yuriddhh rosariopiedraib tuimss tuimssgto zoerobledo priistas ratas,enriquesnc36679,enrique sanchez,unknow,es,Neurgeonn Lopezobrador Beatrizgmuller Ceavmex Comanugust,0.0,0.0
2023-06-15 10:22:35+00:00,cirogomezl zoerobledo que bueno que ya se va ya causo mucho dano en el imss ojala los ciudadanos de chiapas se den cuenta que lacra los acaba de llegar,raulriosreyes_,raul rios,mexico city,es,"Zoerobledo Cirogomezl, good that it is already going a lot of damage in the IMSS I hope the citizens of sparks realize that Lacra just arrived",0.7,0.6000000000000001
2023-05-26 00:48:36+00:00,reporte el arbol que casi se nos cae en la cabeza para las filas de farmacia lo logramos ya se removio ahora solo tapen el hoyo no vayan a poner otro arbol pues ya no cabemos en el patio de la clinica 4 del tuimss zoerobledo gobiernomx lopezobrador  imssfifi  pd dicen que escanee un codigo qr y no sirve,leopoldogerman,leopoldogerman,estados unidos,es,Report the tree that almost falls into the head for the pharmacy ranks we achieve it already now go up the hole will not put another tree because we no longer fit in the courtyard of the clinic of the zoerobled zoerobledo government lopezobrador imssfifi pd say they say that scan a code to go and it does not work,0.4,0.4
2023-05-26 01:03:37+00:00,"unidaddegenero  
este dia companeros del instituto recibieron la conferencia construccion social de la maternidad desde la perspectiva de genero impartida por la psic fatima rayo de la secretaria de salud del gobierno del estado httpstcowxmmlxsb7k",issspeg,issspeg,chilpancingo de los bravo,es,Degenero Unit This Dia Companeros del Institute received the Social Construction Conference of Maternity from the perspective of the genre taught by the psycho fatigue ray of the Secretary of Health of the State Government,0.03333333333333333,0.06666666666666667
2023-06-15 14:15:17+00:00,"la validacion de tus datos no pudo ser concluida en este momento por favor intenta mas tarde

buenos dias me manda este error al tratar de dar de alta en imss digital no puedo accesar llevo dias intentandolo",falconifue87540,wilfrido fuentes falconi,unknow,es,The validation of your data could not be completed at this time please try later good morning sending me this error when trying to register in IMSS Digital I can not access I have been trying,0.2333333333333333,0.20000000000000004
2023-05-03 03:57:30+00:00,soycomunicoiogo en el imss bienestar jajaja no que madres estos politicos son hocico nes,quique75,kikelacho,en todos lados,es,I amcomunicoiogo in the IMSS Welfare hahaha not that mothers these politicians are snout nes,0.2,0.4
2023-04-29 06:59:41+00:00,senado aprueba desaparecer el insabi sus funciones pasaran al imssbienestar httpstcoblfzxitgsa httpstcomtmmhm7gr9,floreslegarda,francisco flores legarda,unknow,es,Senate approves the insane its functions will go to the IMSSBienestar httpstcoblfzxitgsa,-1.0,1.0
2023-04-30 22:55:27+00:00,unsubutex caralavez edysmol o cual es el proyecto concreto de morena no tener acceso a la informacion publica atomizar mas el tuimss despues del fracaso del insabimx  cual es ojala me lo explicaras,guiller30876870,guillermo yomero,unknow,es,UNSUBUTEX CARALAVEZ EDYSMOL or what is the concrete project of Morena not to have access to public information authorize more tunems after the failure of the insabimx which is hopefully you will explain it to me,0.08333333333333333,0.2916666666666667
2023-04-27 00:29:35+00:00,hgz no 2 del imss ofrecera feria de la salud a poblacion infantil con motivo del dia del nino httpstcotwv3f3z9a4,eldemocratacoah,el democrata,unknow,es,Non of the IMSS Offer Health Fair to Children's Population on the occasion of Nino Day,0.7,0.9
2023-06-13 20:02:16+00:00,luisfer4019801 ricardobsalinas issstesalud issstemx en dinamarca no pasaria esto ,makigzz29,mickaulina gonzalez,"monterrey, nuevo leon",es,Ricardobsalins isstesalud isstemx in Denmark would not happen this,0.0,0.0
2023-06-16 05:10:11+00:00,"hugogallardosg almaguerpardo1 duele mucho mexico  

alguien sabe si zoerobledo sigue trabajando o ya se fue a alguna campana tuimss",spanecatl,s.,ciudad bolillo,es,"Hugogallardosg hurts a lot of Mexico, someone knows if Zoerobledo is still working or already went to some Tuimsss bell",0.0,0.0
2023-06-26 20:18:48+00:00,no te pierdas la conferencia magistral salud y desigualdad  unete a la dra oliva lopez arellano secretaria de salud de la ciudad de mexico y descubre estrategias clave para reducir las brechas medicosanitarias en nuestra ciudad    saludparatodos httpstcouhgaktvida,dcbiuami,division de ciencias basicas e ingenieria uami,unknow,es,Do not miss the master conference Health and inequality unites Dr. Oliva Lopez landan,0.0,0.0
2023-02-10 06:07:09+00:00,atencion laboratorista clinico que iniciaste servicio social en agosto 2022 en secretaria de salud esta informacion es para ti httpstco9mxbuoktte httpstcoaauhs1hnaq,cetis57,cetis57,"mexico, ciudad de mexico",es,Clinical Laboratory Attention You initiated Social Service in August in Secretary of Health This information is for you,0.03333333333333333,0.06666666666666667
2023-05-21 21:01:02+00:00,vivianayalah el imss te transforma,brandontoy8,doctoy,unknow,es,Vivianayalah the IMSS transforms you,0.0,0.0
2023-03-23 19:42:05+00:00,ana yolima sanchez secretaria de salud de la ciudad presento en la plenaria del concejo de pereira el informe de actividades de esa dependencia correspondiente al ano 2022 hasta la fecha la ejecucion del presupuesto de la entidad ha sido mayor al 95 en los ultimos 3 anos httpstcovqvo2nbjn9,concejopereira,concejo pereira,unknow,es,ANA CLIMA SANCHEZ Secretary of Health of the city presented at the Plenary of the Council of Perra the Activity Report of that dependent corresponding to the year to date the execution of the entity's budget has been greater than in the last years,0.25,0.2833333333333333
2023-04-22 00:22:44+00:00,miyertorresa no le basto con el robo en la secretaria de salud,andresitalo3,orlando,"west new york, nj",es,MIYERTORRESA I did not suffice the robbery in the Secretary of Health,0.0,0.0
2023-06-01 13:40:18+00:00,"152 millones de recetas se han dejado de surtir por las instituciones oficiales de salud el primer lugar es del imss y el segundo es pemex 

la realidad vs el discurso mananero",irmoralesl,ignacio r. morales lechuga,ciudad de mexico,es,Millions of recipes have stopped supply by the official health institutions the first place is from IMSS and the second is fighting the reality vs. the Mañanero speech,0.125,0.16666666666666666
2023-06-15 06:34:33+00:00,lopezobrador sr presidente suplicamos antes que haya una desgracia por esta fuerte ola de  calor en veracruzen el hospital del imss umae 14 del puertono sirve los climas de los pisos 432y nefrologiadirectivos no hacen nada puras escusas gracias  bendiciones ,guicho5,jose luis morales,"toluca, mexico",es,LOPEZOBRADOR SR President We beg before there is a misfortune for this strong heat wave in Veracruzen the IMSS UMA hospital of the port serves the climates of the nephrologiactive floors do not do anything pure scrubs thanks blessings thanks,0.26190476190476186,0.4083333333333333
2023-05-06 19:33:28+00:00,"empezando por fusionar tanto sistema de salud separado que el imssque el isssteque el de burocratas del estadopor favor 

sumen todos los recursos en un solo instituto nacional de salud publica donde se atienda a todos sin preguntar afiliaciones ni cuotas

basico",rjgarzaleal,rolando j garza leal,"monterrey, nl",es,Starting by merging so much separate health system that the IMSSque the ISSSTEQU,0.1,0.15000000000000002
2023-05-01 23:14:23+00:00,"estimada o socia o
el imss informa que el aviso de dictamen debe presentarse el 30 de abril de 2023 pero como este es un dia inhabil y el siguiente es feriado oficial el plazo se recorre al 2 de mayo 2023 por lo que es importante tomar precauciones httpstconcf7n7c6wz",zepedayaconsult,zepeda y asociados consultores,"san jose insurgentes, cdmx.",es,"estimated or partner or the IMSS informs that the opinion notice must be presented on April of but since this is a skill day and the following is an official holiday, the deadline is traveled to the May, so it is important to take precautions",0.2,0.55
2023-06-07 19:52:34+00:00,destaca titular del imss bc un instituto fortalecido y respaldado por los gobiernos estatal y federal durante tercer informe de labores httpstcoa5bhwetb7r,hiptexnews,[h][i][p][t][e][x],unknow,es,Highlights head of the IMSS C a strengthened institute and backed by state and federal governments during third work report,0.0,0.0
2023-04-26 04:48:02+00:00,proceso secretaria de salud y asistencia para devolver del insabi lo robado del bienestar ssadib,encinasbaca,el amigo pudiente,unknow,es,SECRETARY OF HEALTH AND ASSISTANCE TO RETURN OF THE INSAN THE STEAL OF THE SAHhib Welfare,0.0,0.0
2023-05-12 17:07:25+00:00,"asociaciones civiles y la secretaria de salud entregaron protesis de mama a mujeres que las requieren
nsintesis  
httpstcoiuomhjjb9u httpstcovlhpepqoxu",nsintesismich,noticias en sintesis michoacan,"morelia, michoacan",es,Civil Associations and the Secretary of Health delivered Breast Prosthesis to women who require them HTTPSTCOVLHPEPQOXU synthesis,0.0,0.0
2023-06-10 15:33:15+00:00,zoerobledo tuimss lopezobrador  buenos dias maestro zoe robledo  que sus palabras sean hechos y empieza con los de casa  sensibilidadescuchar  jubilados imss  se lo pedimos dialogo con usted  imss  cumple la ley registra ante la consar  el rjp,irmapad75040003,irma padilla,unknow,es,Zoerobled Timss LopezObrador Good morning Master Zoe stole,0.7,0.6000000000000001
2023-05-25 04:51:05+00:00,jjdiazmachuca pacozeacom lopezobrador tuimss es chupitos no es justo no es justo ,lpmeduardo,eduardo pena monreal,mexico ,es,JJDIAZMACUCA PACOZEACOM LOPEZOBRADOR TUIMSS IS CHUPITOS It is not fair is not fair,-0.35,0.9
2023-06-19 17:48:43+00:00,para cuando mi cita en el usuariosissste  llevo mas de una esperando usuariosissste,unteporingo,el teponoztle,unknow,es,By the time my appointment at the userssste I have more than one waiting userssste,0.5,0.5
2023-06-16 14:40:03+00:00,"joselapiz85 smaciasr lopezobrador hlgatell tuimss eso no es envenenar a la gente es la desastrosa realidad iniciada por lopez y gatel con nombre y apellido hasta que le toca a uno es cuando se quisiera el apoyo
asi que esta bien denunciar esos hechos
no se habla de insensibilidad",federikito12307,angel vazquez,unknow,es,TATING LOPEZOBRADOR HLGATELL TUIMSS That is not poisoning people is the disastrous reality initiated by Lopez and Gates with a name and surname until it touches one is when the support would like it so it is well to denounce these facts there is no talk of insensitivity,-0.7,0.8
2023-05-25 01:25:01+00:00,si la secretaria de salud de floridablanca olga caballero pretende ayudar a los perros y gatos en abandono no exponga a los usuarios y mejor exijale a miguelmorenosu que se finalice el centro de bienestar animal que hoy es un elefante blanco dejen la lloraton,claudialuciarc,claudia lucia ramirez,unknow,es,If Floridablanca Olga Caballero's Secretary of Health intends to help dogs and cats in abandonment does not expose users and better demand MiguelMorenosu to finish the animal welfare center that today is a white elephant leave,0.13333333333333333,0.19999999999999998
2023-04-30 15:02:28+00:00,zoe r tampoco tiene un poco de verguenza  no doto a clinicas del imss ni con paracetamol suficiente para curar hasta el cancer ahora quiere ser gobernador de chiapas para  solucionar sus problemas  ,virgilio_alegre,virgilio alegre,unknow,es,Zoe r does not have a bit of shame not photo to clinics of the IMSS or with sufficient paracetamol to cure until cancer now wants to be governor of sparks to solve their problems,0.2,0.1
2023-06-26 08:11:52+00:00,ryohermoso tanto en el issste como en el imss todo quieren curarlo con paracetamol y pura medicina generica o similar y ademas servicio decadente sindicalizados sin educacion groseros y despotas,pastorena,rocio martinez,unknow,es,Ryohermoso both in the ISSSTE and the IMSS Everything wants,0.2,0.1
2023-06-22 15:35:21+00:00,retana53 zoerobledo tuimss tuimsscdmxsur apoyeme adulto mayor 71 anos 6674 898828 no encuentro cita por ningun lado no tomo medicinas etc clinica humaya culiacan sin,jfalcala_s,francisco alcala,unknow,es,Zoerobledo Timims TimSSCDMXSUR supporting old adults.,0.175,0.225
2023-06-26 11:42:25+00:00,lopezobrador y mientras tanto el area de prestaciones del issste no da una ,yaya202106,nayeli valencia,unknow,es,Lopezobrador and in the meantime the ISSSTE benefit area does not give a,0.0,0.0
2023-01-31 11:44:19+00:00,"ahora 
como esta actuando la gobernacion frente al brote de gripe aviar
dra daysi rocabado  secretaria de salud gamcochabamba  refiriendose a la alerta sanitaria por casos de gripe aviar en aves los establecimientos de salud realizan la vigilancia epidemiologica",puntovidascc,punto vida,bolivia,es,Now how the Government is acting in front of the Aviar Dra Days Floor Broken Finis,-0.2,0.2
2023-06-04 17:43:29+00:00,6709jf rocha4t r imss bienestar,estrasil1968,salvador silva  pere,"monterrey, nuevo leon",es,R IMSS Welfare,0.0,0.0
2023-05-12 15:56:31+00:00,carmenmmxm donvocero tuimss no dije eso solo que no saldre del sarten a caer en las brasas,sacuanj89800494,sacuanjoche,unknow,es,Carmenmmxm Donvocero Timsss did not say that just that I will not leave the pan to fall into the coals,0.0,0.0
2023-06-13 01:16:10+00:00,derivado de algunas irregularidades detectadas por el imss se aprobo el criterio 012023nvsbclss27viii a efecto de orientar a patrones respecto de la exclusion del concepto de aportaciones a fondos de planes de pensiones en la integracion del salario base de cotizacion httpstco2mpdi9mevq,metchegaraym,manuel etchegaray,"puebla, mexico",es,"Derived from some irregularities detected by the IMSS, the criterion was approved in order to guide patterns with respect to the exclusion of the concept of contributions to pension plans funds in the integration of the Base Salary Salary",-0.8,1.0
2023-05-01 04:45:55+00:00,patyochoa17 shelzymx ademas el imss no es del gobierno sus recursos provienen de las aportaciones patronales y de los trabajadores lo van a quebrar y los que pagaran seran los pensionados la tormenta perfecta se avecina,jfdelarosa2010,el estoico,san pedro garza garcia,es,"Shelzymx In addition, the IMSS is not from the government its resources come from the patterns and workers' contributions will break it and those who pay will be pensioners the perfect storm is coming",1.0,1.0
2023-06-13 01:27:22+00:00,"guruchuirer ese es el director pues que vengan a ver como tienen el imss de lerma y el imss de metepec soy de la 3 edad y desde el ano pasado no me pueden atender porque no hay geriatra 
necesito mi medicona pero eso si a mi esposo si le cobran lo del srguro",mpmqx,martha patricia mena,unknow,es,Guruchuer that is the director because they come to see how they have the motto IMSS and the IMSS of Metete I am of age and since the past year they cannot attend me because there is no geriatrics I need my medicine but that if my husband is charged if they charge Insurance,-0.25,0.25
2023-04-28 06:58:34+00:00,griegotragico tuimss zoerobledo ni hay fentanilo ni hay protesis de cadera es mas ni paracetamol,rotami,gus magallon,"guadalajara, jalisco.",es,Greekotragic Timsss Zoerobledo Neither there is no fentanil,0.0,0.0
2023-06-26 17:09:11+00:00,y a el que le importa mejor que vea el sistema de salud del imss,jluisarriaga,luis arriaga,"monterrey, mexico",es,And who cares better to see the IMSS health system,0.5,0.5
2023-05-15 02:14:17+00:00,mreldiablo8 tuimss pero los reporteros que ya les vale tener tantito pudor en las noticias que dan asi como va como si fuera pelicula pornose necesita tambien etica laboral en lo que publican y como lo publican,yesicamijangos,yelemihz,unknow,es,Tuimsss but the reporters who already have to have so much modesty in the news they give as well as if it were porn movie also needs labor ethics in what they publish and how they publish it,0.2,0.2
2023-05-12 03:11:26+00:00,letygonal no se si lo dices de forma sarcastica pero  una consulta cuesta mas que eso y suma medicamentos y estudios ademas no todos los patrones te registran con el salario real simplemente tv azteca me tenia registrado con un sueldo antes imss y el resto me lo daban como bono,titemama,cyn hdez .,wmexico,es,Letygonal I do not know if you say it sarcasticly but a consultation costs more than that and adds medications and studies in addition not all patterns record you with the real salary simply TV Azteca had registered me with a salary before IMSS and the rest gave it to me as they bond,0.2,0.4892857142857143
2023-06-20 15:12:24+00:00,hay mis pendejoschairos si saben que no tiene acceso a la salud de 2y 3er nivel en el imss bienestareso hizo el viejo mr al desprecer el seguro popular y despues el insabi jodiendo al pobre cuantos se van a morir sin la atencion especializada,lachavorruca,la chavorruca ..,guanatos,es,There are my assholes if they know that they do not have access to level health in the well -being IMSS made the old MR by disappearing popular insurance and then the insane fucking the poor how many are going to die without specialized attention,-0.13333333333333333,0.6666666666666666
2023-01-20 03:30:30+00:00,"cuidado con las cirugias plasticas

la secretaria de salud de slp alerto sobre un medico general que realiza cirugias plasticas sin conocimiento

melisamevi habla sobre los abusos y negligencias de supuestos especialistas httpstcogco18axwuu",ruidoenlared,ruido en la red,unknow,es,Be careful with plastic surgery The SIP Secretary of Health on a general doctor who performs plastic surgery without knowledge Melisamevi talks about the abuses and negligence of alleged specialists,-0.049999999999999996,0.5333333333333333
2023-05-20 23:10:30+00:00,mdga12 de todo corazon me gustaria que todos tuvieramos imss sin embargo a que costo se miran bonitas las iniciativas pero no tenemos recursos o infinitos de por si ni medicinas hay ahora sin mas recursos con mas gente ya ni hechandole mas agua a los frijoles,antonio13368840,antonio quintal,unknow,es,"From all hearts I would like we all had imss, however, at what cost the initiatives look pretty but we have no resources or infinity in case there are no medicines now without more resources with more people and even throwing more water to the beans",0.4375,0.625
2023-06-01 16:58:29+00:00,"pacodiazn alejandrovc48 y no es amlover y es medico del imss el senor que horror 

gracias paquito ",normacuevasv,norma cuevas,"guadalajara, jalisco",es,Pacodiazn and it is not to move and the MSS is the Lord that horror thanks little,0.0062500000000000056,0.35
2023-06-15 22:23:13+00:00,btademian que le hagan una cirugia plastica en el imss bienestar,best_mark,marcos rios,unknow,es,Btademian that they do a plastic surgery in the IMSS well -being,0.0,0.0
2023-06-17 05:42:33+00:00,neurosurgeonnn mebrard tuimss lopezobrador beatrizgmuller adanaugusto ceavmex cndh yuriddhh rosariopiedraib tuimssgto apoyo,kolynkameny,twiterita kolyn,unknow,es,Neurogenn Gerard Tuimsss LopezObrador Beatrizgmuller Ceavmex Ceavmex Each Yuriddhh,0.0,0.0
2023-05-26 17:14:10+00:00,oye issstemx usuariosissste simpre es lo mismo en la delegacion estatal de guerreo muchos usuarios venimos de fuera y nunca brindan  informacion a tiempo del telefono ni se diga httpstcownj6lfacun,furbixtrance,el furmi,"acapulco de juarez, guerrero",es,Hey ISSSTEMX Userssste Time is the same in the state delegation of Guerrero Many users come from outside and never provide information on time from the telephone or say,0.16666666666666666,0.225
2023-04-29 18:40:33+00:00,eelirosee tuimss exacto parecemos limosneros,shiro_arizu,arisu,"distrito federal, mexico",es,Eelirosee exact tuneims we seem alms,0.25,0.25
2023-05-16 10:26:26+00:00,ccarrizosac porque las fechas cortas son uno de los puntos que mas controlan las entidades de vigilancia y control como la secretaria de salud y el invima eso deja en evidencia la mala rotacion de los productos entonces asumo que prefieren evitar el riesgo de multas o recogida del mercado,mariaub_87,lapeke,"bogota, colombia",es,Ccarrizosac because short dates are one of the points that most control surveillance and control entities such as the Secretary of Health and the invites that reveals the bad rotation of the products then I assume that they prefer to avoid the risk of fines or collection of the market,-0.04999999999999996,0.4916666666666667
2023-04-12 22:08:11+00:00,"sieteletras tlalpanal en una sociedad pensante las drogas recreativas las deberian controlar la secretaria de salud y recetar los doctores con n de cedula 
pero es la peor lacra la que tienen el control total de este negocio millonario y el gobierno saca raja de ello sin importar consecuencias",adrianah55,adrian arell herr,mex,es,Tlalpanal sevenlets in a thinking society recreational drugs should be controlled by the Secretary of Health and prescribes doctors with an ID n but it is the worst scour,-1.0,1.0
2023-06-19 18:09:39+00:00,"httpstco15yzc4zth0

ayuda por favor la historia de fc contiene toda la informacion tuimss es un paciente pequeno cndh httpstcoozqmo3fllw",guanodante,guanodante,mexico,es,Please help the story of faith contains all tuneims information is a small patient each,-0.25,0.4
2023-04-27 02:09:24+00:00,cancun imss busca mayor participacion ciudadana en donacion de sangre httpstcosoznl68yv1,angelaking8371,angela ku,"merida, yucatan",es,IMSS Cancán seeks greater citizen participation in blood donation,0.5,0.5
