Datetime,Content,Username,DisplayName,Location,Lang,Content_en,polarity,subjectivity
2023-06-27 00:28:03+00:00,"erikaloyob inmujeres mnainah nadgasman tuimss issstemx stpsmx cissorg gracias doc platiquemos 
para la gente que no es experta hay que aclarar que limpiar mocos cuidar fiebres llevar a la escuela cocinar es responsabilidad de las personas cuidadoras e insisto en que los centros de trabajo le tienen que entrar y dejar de reproducir estereotipos",soymamagodin,mama godin(r),unknow,es,Erikaloyob Women Naina Nadgasman Timss ISSSTEMX STPSMX CISSORG Thank you Doc Practicos for the people who are not an expert we must clarify that cleaning Moccos Taking care Stop reproducing stereotypes,,
2023-06-27 00:27:44+00:00,fitsurgeon cualquiera del issste ,iq_rafa,rafa navarro ,"la paz, mexico",es,Fitsurgeon any of the ISSSTE,,
2023-06-27 00:27:40+00:00,hoyacapulco vickytd2 accostaazul hectornajerajr lopezobrador issstemx aheta1 alejandrodom66 secturacapulco acapulcogob visitmex unwto torrucoturismo concanaco secturguerrero coparmex mejor que  construyan un hospital en palacio nacional que se largue el pinch3 naco zangano del peje de ahi,sitiodejerik,monico,cdmx,es,Hoyacapulco Accostaazul HectorNajerajr LopezObrador isstemx secturacapulco acapulcogob visits unto torructourism concanaco secturguerrero strain me better that they build a hospital in the National Palace that leaves the Zángano bag of the left Ahi,,
2023-06-27 00:25:51+00:00,davidmobile issstemx drpedrozenteno para variar hacen lo que quieren y como quieren ojala y corrijan pero sobretodo que solucionen,davcrlop,davcrlop,unknow,es,Davidmobile Issstem Didrozentian to vary do what they want and how they want to hope and correct but above all they solve,,
2023-06-27 00:23:21+00:00,guillermobgr espero no sea oncopero si mas seguro sea afac o el issstemx ,jcaballerol1973,yisus caballero l. ,mexico df,es,Guillermobgr I hope it is not coopero if it is sure to be fac or the ISSSTEMX,,
2023-06-27 00:22:39+00:00,"lumendoz issstemx drpedrozenteno y los que tienen la desgracia de atenderse en estos mugrosos hospitales no dicen nada seguiran apoyando a viejo orate
ya hablan danes para entender la logica de dinamarca

pero siganle creyendo ",donantonioma,tono,unknow,es,Lumendoz isstemx Droppedrozentan and those who have the misfortune of attending to these mighty hospitals say nothing will continue to support Viejo Orate already speak Danish to understand the logic of Denmark but follow me believing me believing,,
2023-06-27 00:22:24+00:00,ryohermoso no hay nada de nada en el issste andres y del trato mejor ni hablemos,hrc1020,humberto rodriguez,unknow,es,Ryohermoso there is nothing at all in the ISSSTE Andres and the best treatment or talk,,
2023-06-27 00:21:19+00:00,issstemx pesima  las citas  agendamos y acudimos a oficinas de tuxpan veracruz  y no las hacen validas segun  por error de issstemx  y que tenemos que reagendar ahora a un telefono que estara disponible dentro de 15 dias juegan con nuestros tiempos drpedrozenteno,david_mobile,david  franco,unknow,es,ISSStemx Pesima The appointments we attend and go to CULPAN VERACRUZ offices and do not make them valid as Issstemx error and that we have to pray now to a telephone that will be available within days they play with our Dloppedrozentian times,,
2023-06-27 00:07:55+00:00,"nancyga57109198 aguilados issstemx hola intente agendar cita por medio de internet y no salen fechas alguien sabe com
",31lui_sr,em,unknow,es,Sharmed ISSSTEMX Hello try to schedule appointment through the Internet and do not leave dates someone knows com,,
2023-06-27 00:04:34+00:00,"medicos del issstemx  operan entre goteras en chiapas
httpstcoh6rqalhuiy",noisvala,norma isela vasquez,ciudad de mexico y edomex,es,ISSSTEMX doctors operate between leaks in sparks,,
2023-06-27 00:04:29+00:00,"medicos del issstemx  operan entre goteras en chiapas
httpstcoomzwpordoq httpstcohbwt6kh4yf",reflexion24info,reflexion 24 info,distrito federal,es,ISSSTEMX doctors operate among leaks in httpstcoomzwporto sparks,,
2023-06-26 23:59:46+00:00,"soymamagodin inmujeres mnainah nadgasman tuimss issstemx stpsmx cissorg estoy muy pero muy peleada con el termino corresponsabilidad 
si no colocamos en el centro la palabra responsabilidad como
proceso igualitario y transformador nunca van a pasar nada mas que migajas   perdon pero tenia que decirlo",erikaloyob,erika loyo beristain,unknow,es,"I am Mamagodin Women Naina Nadgasman Timss isstemx Stpsmx Cissorg I am very, very fought with the term irresponsibility if we do not place in the center the word responsibility as an equal and transformative process will never happen anything more than crumbs forgive but had to say it",,
2023-06-26 23:57:51+00:00,"martibatres los que tienen mas de 28 anos de antiguedad quien los pensionara si desaparece issstemx  
httpstcoo8gjgn2pca",roc6100,rocio cruz,unknow,es,Martibatres those who have more than senses who mention them if Issstemx disappears,,
2023-06-26 23:55:21+00:00,"que lujo de panel organizo inmujeres hoy en el mnainah sobre la paternidad responsable y corresponsabilidad

un gusto escuchar a nadgasman y a representantes de tuimss issstemx stpsmx cissorg 

sigamos transformando realidades en todos los centros de trabajo httpstcofecsusx96y",soymamagodin,mama godin(r),unknow,es,What a luxury panel organized women today in Naina over responsible paternity and irresponsibility to listen to Nadgasman and representatives of Timss Issstemx Stpsmx Cissorg we continue transforming realities into all work centers into all the work centers,,
2023-06-26 23:52:21+00:00,a la enfermera anahi del issste mil gracias por sus atenciones,blancaylahen,blanca aylahen,unknow,es,to the Nahi nurse of the ISSSTE thousand thanks for her attention,,
2023-06-26 23:48:41+00:00,azulisimo1973 scjn issstemx drpedrozenteno drpedrozenteno lopezobrador  ya deberian atender el tema,moisesroga,moises garcia,unknow,es,scan isstemx Duchpedrozentan Didrozente Lopezobrador should already address the subject,,
2023-06-26 23:46:47+00:00,ricardoalemanmx de acuerdo don ricardo esos desfalcos son para la campana y para el cochinito de amlo que dice q va a vivir de la pension del issste pero si nuca ha trabajado cual pension,drgarco,don jesus,unknow,es,Ricardoalemanmx Agree,,
2023-06-26 23:40:43+00:00,hace unos dias estuvo internado mi papa en el issstemx  en colima asi las instalaciones como dinamarca httpstcouogt9ywl9t,carlosgalindov,carlos galindo,"soy puma de corazon,colima.",es,A few days ago my potato was admitted to the ISSSTEMX in weather as well as the facilities like Denmark,,
2023-06-26 23:39:53+00:00,issstemx intento solicitar una cita x telefono  y tu grabacion  me dice que todos los operadores estan ocupados  desde las 2 de la tarde espere 30 minutos y nada,kerossen_69,kerossen alfaro,"tampico, mexico",es,ISSSTEMX I try to request an X Telephone and your recording appoint,,
2023-06-26 23:39:15+00:00,"wamlucerna vikireal1 es una manera de desaparecer el issste
ya lo habia comentado",zedillomoreno,jose ernesto zedillo moreno,unknow,es,Wamlucerna is a way to disappear the ISSSTE had already commented it,,
2023-06-26 23:38:01+00:00,"germanrome24 si conoces una dile
porque tan solita princesa tus papis te dejan salir solita a estas horas
a mi httpstcowflmhzm0ml falla por fuera de la casa club de pensionados del issste",mefistofelesper,mefistofeles perez,unknow,es,If you know a tell him because so alone princess your daddis lets you leave alone at this time at my fault outside the Issste Pension Club House,,
2023-06-26 23:33:23+00:00,en el innsz de la cdmx es un hospital que atiende a muchisima gente como el imss o issste su atencion se parece en que te dan citas muy alargadas y en lo que no se parecen es que en el primero son amables cuando te atienden y en los otros dos te tratan pa la verdolaga,juangar54453846,juan garcia,unknow,es,"In the Inos of the such is a hospital that serves a lot of people like the IMSS or ISSSTE their attention, it seems that they give you very elongated appointments and what they do not look like is that in the first they are friendly when they serve you and in the Two others treat you for the purslane",,
2023-06-26 23:33:14+00:00,issstemx urgencias en el hospital fernando quiroz los pacie tes mojandose atendidos en el patio httpstcougbmjd6yse,nonatzinmendez,nonna,unknow,es,ISSStemx Emergency at the Fernando Quir,,
2023-06-26 23:32:09+00:00,issstemx partidomorenamx pedrozentenosa1 es acaso dinamarca  tantita madre por favor issste isssteenruinas,mecagaspeje,me dueles mexico,miguel hidalgo,es,ISSStemx Partidomorenamx is perhaps Denmark Tontita Mother please isste issteenruins,,
2023-06-26 23:28:56+00:00,"que tristeza me da que los trabajadores de limpia no tengan seguridad social a ellos les corresponde el issste pero como no quieren pagar impuestos pero si a familiares de aviadores en cabildo por ejemplo tuve que pagar por algo que no tenia culpa
abelinalopezr no se vale httpstcovwtypvbdlc",olivercarmonaca,oliver carmona azmar,"acapulco de juarez, guerrero",es,What sadness gives me that the clean workers do not have social security to them the ISSSTE corresponds but since they do not want to pay taxes but to relatives of aviators in lobbying for example I had to pay for something that had no fault Abelinalopezr does not use HTTPSTCOVWTYPVBDLC,,
2023-06-26 23:22:02+00:00,"viral  triste realidad que se vive en issste con todo y goteras en el quirofano realizan cirugias a los pacientes en el hospital roberto nettel en tapachula chiapas
 visita nuestra web httpstcor4qnmo9a3f
jlmnoticias httpstco3offkwlkkh",hidrocalidod,hidrocalido,unknow,es,Sad reality that is lived in ISSSTE with everything and leaks in chirofano perform surgery to patients at the Roberto Better hospital in Tapachula Cepas Visit our website JLMnoticias,,
2023-06-26 23:18:46+00:00,imssbienestar con la federalizacion del sistema de salud desaparece issstemx saludedomex tuimss ssaludcdmx las prestaciones seran las mismas o todo seran palabras como con la policia federal y gnmexico que si desaparecieron prestaciones y redujeron el salario,roc6100,rocio cruz,unknow,es,IMSSBienestar with the Federalization of the Health System IssstemxxxxExedomex Timss Ssaludcdmx the benefits will be the same or everything will be words as with the Federal Police and Mexico that if benefits disappeared and reduced the salary,,
2023-06-26 23:17:36+00:00,lumendoz ricardoalemanmx issstemx drpedrozenteno pero que no estamos en dinamarca           cc lopezobrador,ulises_jucs,jucs,mexico distrito federal,es,Lumendoz Ricardoalemanmx ISSSTEMX Droppedrozentan but we are not in Denmark CC Lopezobrador,,
2023-06-26 23:15:23+00:00,fitsurgeon neumologo u oncologo para radioterapia para ambos llamaron a confirmar cita de mi mama y de mi papa respectivamente despues de un ano de que ambos habian fallecido asi las cosas en el issste,yeyaguayabita,yeya en el pais de la locura.,mexico,es,Fitsurgeon neurologist or oncologist for radiotherapy for both called to confirm an appointment of my mother and my potato respectively after an anus that both had died thus things in the ISSSTE,,
2023-06-26 23:11:41+00:00,tabasco familiares y amigos que se manifiestan para exigir justicia por el asesinato de williams perez ortiz radiologo del issste arriban a las instalaciones de la fge tabasco httpstcoh1krorsw71,sinreservas620,panorama sin reservas 620 am,"villahermosa, tabasco, mexico",es,Tabasco family and friends who manifest themselves to demand justice for the murder of Williams Jerez Otis Radiologist of the ISSSTE arrive at the facilities of La Tabasco,,
2023-06-26 23:03:42+00:00,lamafiadelpower fitsurgeon el issste jajajaja  asi me hicieron una ves jamas volvi a ir   ,ignacio31717255,ignacio carvajal h.,oaxaca ,es,lamafiadelpower fitsurgeon the isste hahahaha so they did once again go,,
2023-06-26 23:02:56+00:00,fitsurgeon yo solo se que asi dan las citas en el  issste o imss,ignacio31717255,ignacio carvajal h.,oaxaca ,es,Fitsurgeon I just know that they give appointments in the ISSSTE or IMSS,,
2023-06-26 22:59:11+00:00,entre goteras asi es como operan doctores del issstemx en chiapas como en dinamarca httpstcol2tqlqfade,quehacerpolitic,quehacer politico,chapultepec #53 desp102 col centro cdmx,es,Between leaks this is how doctors of the ISSSTEMX operate in sparks as in Denmark,,
2023-06-26 22:58:54+00:00,"los pensionados del imss e issste que recibiran pago el 29 de junio

httpstcoisdjrulujv httpstcopnkyuyvuwz",entreveredas,entre veredas sinaloa,"sinaloa, mexico",es,IMSS and ISSSTE pensioners who will receive payment on June httpstcoisdjrulujv httpstcopnyyvuwz,,
2023-06-26 22:49:26+00:00,por favor no destruyan una obra de arte como es el cia con la llegada de un hospital del issste hacemos un llamada lopezobrador evelynsalgadop abelinalopezr y torrucoturismo asi como destruyeron el kiosko del zocalo,afervil777,arthur fdez,"acapulco, gro. mexico ",es,Please do not destroy a work of art such as the CIA with the arrival of an ISSSTE hospital we make a call lopezobrador Evelynsalgadopp Abelinalopezr and Torrutourism as well as destroyed the kiosk of the Zócalo,,
2023-06-26 22:49:23+00:00,loultimo amigos y familiares del medico radiologo del issste williams perez ortiz asesinado el pasado miercoles en su vivienda ubicada en el fraccionamiento haciendas realizan una marcha para exigir justicia httpstco7fadvagwqe,xevtfm,xevt - xhvt,"villahermosa, tabasco, mexico",es,Last friends and family of the radiologist of the ISSSTE Williams Jerez Otis killed last Wednesday in his home located in the rationing haciendas make a march to demand justice,,
2023-06-26 22:49:04+00:00,los del issste el 3 de julio comenzamos a chambear sin falta,tzreyes,xfakiereme,mexico,es,those of the ISSSTE on July we begin to change without fail,,
2023-06-26 22:35:25+00:00,video como en dinamarca medicos del issste operan entre goteras en chiapas httpstcof3ue4zd9gp via ricardoalemanmx,janamo2,jose narvaez,merida  yuc.,es,Video as in Denmark Doctors of the ISSSTE operate among leaks in sparks via Ricardoalemanmx,,
2023-06-26 22:31:16+00:00,dahliabat orale yo me la hice en el issste y me dijeron que era laparoscopia si o si que jodido el imss,aauuurrraa,aura garcia-junco,df,es,Dahliabat orale I did it in the ISSSTE and they told me it was laparoscopy yes or if the IMSS fucked,,
2023-06-26 22:27:49+00:00,"hola
yo estoy trabajando en issste mucho 
cdmx ",berenic97237153,berenice pena cmll ,"mexico,d.f. ",es,"Hello, I am working in ISSSTE a lot like",,
2023-06-26 22:26:10+00:00,solicitud de pago de gastos de funeral para pensionados y jubilados httpstcoam9psmf8gu issstemx  porque nunca contestan sus telefonos,mcxiio,xavier islas olvera,en teotihuacan,es,Application for the payment of funeral expenses for pensioners and retirees ISSStemx because they never answer their phones,,
2023-06-26 22:21:49+00:00,este mes he pisado mas veces el issste de lo que vine en un ano jiji,nery_gh,nery gutierrez,veracruz,es,This month I have stepped on the ISSSTE of what I came in a jiji year,,
2023-06-26 22:20:22+00:00,rodrigozamur chicos issste ,madylatour,madame nezuko,latourkaland,es,Rodrigozamur Boys ISSSTE,,
2023-06-26 22:13:48+00:00," octavo sorteo electronico de prestamos personales del issste

realiza tu registro en 

httpstcofecek3bk3v

tienes hasta el  2 de julio 

snte
seccion8
tangrandescomochihuahua httpstcoowcgwwvfny",snte8,snte seccion 8,"chihuahua, mexico",es,Eighth Electronic Draw for Person,,
2023-06-26 22:09:35+00:00,"suspendieron los trasplantes en el issste los ultrasonidos hasta diciembre ya no daran hoja de asistencia si no estan en el sistema ni para surtir receta electronica
si van a farmacia y surten receta electronica deberan pasar a 2 piso con el lic concha",carlolarroyo,el vagon de la vecindad.,"tijuana, baja california",es,The transplants suspended in the ISSSTE The ultrasound until December will no longer give an assistance sheet if they are not in the system or to supply electronic recipe if they go to pharmacy and supply electronic recipe must go to the floor with the Concha Concha,,
2023-06-26 22:09:12+00:00,alunasilva issstemx pueblaonline tanto imss y issste no hacen nada los de mantenimiento,sluthor,smallville luthor,"puebla, mexico",es,ALUNASILVA ISSStemx Pueblaonline both IMSS and ISSSTE DO NOT MAINTENANCE,,
2023-06-26 22:08:45+00:00,lumendoz issstemx drpedrozenteno q lamentable,jlpartida55,jose luis partida,unknow,es,Dupedrozentian -Unfortunate,,
2023-06-26 22:06:15+00:00,tratar de sacar una cita en el issstemx deberia tener valor curricular es imposible obtenerla httpstcodgqekusfjo,ingriddiamond,lustucru ,mexico city,es,Trying to get an appointment at the ISSSTEMX should have atrial value it is impossible to obtain it HTTPSTCODGQEKUSFJO,,
2023-06-26 21:59:25+00:00,"issste

preguntan al dr drpedrozenteno 
que esta pasando en el issstemx 

no envian medicamentos a las farmacias de sus
delegaciones y no se atiende a derechohabientes 
en el centro de atencion telefonica 55 4000 1000

en la opcion 2 los dejan escuchando promocionales
y luego cortan la llamada sin que nadie atienda las opciones 3 y 4 jamas responden",tobogan14,tobogan 26 anos analizando la politica,veracruz,es,Issste ask the Dlpedrozentian dr that is happening in the ISSSTEMX do not send medications to the pharmacies of their delegations and do not attend to beneficiaries in the telephone service center in the option they leave them listening promotional and then cut the call without anyone attending the options And they never respond,,
2023-06-26 21:51:16+00:00,"el dia de hoy bajo la direccion de la sria rosaicela   seguimos en la transformacion del issstemx  hoy en la zona sur de la ciudad de mexico

arturomedinap httpstcoc5wioht0ig",rene_paredes,rene paredes,mexico d.f.,es,Today under the direction of the Seria Rosaicela we continue in the transformation of the ISSSTEMX today in the southern part of the city of Mexico Arturomedinap,,
2023-06-26 21:41:57+00:00,scjn amparo 252022 vs issstemx  le dan a drpedrozenteno 3 dias para cumplir la sentencia el 09 de mayo no lo ha hecho en la resolucion dice que de incumplir se turnara al tribunal de alzada para que determine el cese de funciones y consigna penal espero sea pronto,azulisimo1973,hector garcia,duranyork,es,scan amparo vs ISSStemx give Ducedrozenteno days to comply,,
2023-06-26 21:40:11+00:00,scjn tesis gtarts quinto y septimo transitorios del decreto por el que se expide la ley del issste regimen pensionario del trabajador jca debe agotarse previamente a promover el juicio de amparo indirecto en desechamiento del rhttpstcof8zsfda8oz httpstco7jrh48oqc1,joluarfa,j luis aranda f,joluarfa@icloud.com,es,SCANSIS STARTS FIFTH AND SEVENTH TRANSITORIES OF THE DECREE BY WHICH THE LAW OF THE ISSSTE PENSIONED REGIME OF THE WORKER JA SHOULD BE ABLEED TO PROMOTE THE INDIRECT AMPARO JUDGMENT IN DISPOSAL OF THE,,
2023-06-26 21:31:52+00:00,tuzolatino jcbetanzos lumendoz issstemx drpedrozenteno lopezobrador pero su mesias macuspano tenia la solucion a todos los problemas del pais nopero resulta que tiene 4 anos con la misma excusa  ezde que los gobiernos anteriores solo ustedes le creen ,karyna_kreimer,karyna kreimer,unknow,es,Tuzolatino Jcbetanzos Lumendoz isstemx Ducedrozente Lopezobrador but his Macuspano messiah had the solution to all the problems of the Rope,,
2023-06-26 21:30:16+00:00,inaugurando ninosprincesa en las oficinas centrales del issstemx exposicion hasta el 26 de julio entrada libre con identificacion httpstco3pjc4aoxxm,elnino_terrible,erik rivera,mexico,es,opening ninosprincesa in the ISSSTEMX central offices Exhibition until July free entry with identification,,
2023-06-26 21:30:00+00:00,"nacional  durante una cirugia en el issstemx de tapachula chiapas un derechohabiente denuncio las goteras dentro del quirofano
video redes httpstcoovwbzlpzus",digitalnewsqr,digital news qr,quintana roo,es,National during a surgery in the isstemx of Tapachula sparks a right hold,,
2023-06-26 21:27:18+00:00,no queremos al hospital del issste en el centro de convenciones de acapulco  firma la peticion httpstcovrnq1ivwql a traves de changemex,nuri_aguilera,nuri aguilera fernandez,unknow,es,We do not love the ISSSTE hospital at the Capullo Convention Center signs the request through Changemex,,
2023-06-26 21:24:23+00:00,noheliagar pero pura vrga que voy al seguro o al issste ajajajaja m da miedo me siento insegura,100_tifik,arabella ,unknow,es,Noheliagar but pure cock that I go to the insurance or the isste hahahaha m makes fear I feel insecure,,
2023-06-26 21:23:35+00:00,lumendoz issstemx drpedrozenteno este video lo hicieron los detractores los neoliberales  quienes no desean el progreso del pais el idiota de palacio nacional tiene otros datos,mvegavasquez803,miguel angel,juaritos,es,LUMENDOZ ISSSTEMX DRPEDROZENTENO This video was made by the detractors the neoliberals who do not want the progress of the country The National Palace idiot has other data,,
2023-06-26 21:19:36+00:00,en la clinica guerrero delegacion norte el medico me mando a examenes de laboratorio pero como ahi dicen no poderlos hacer me envian a clinica san rafael donde dicen que tampoco me los pueden hacer que procede habra alguna respuesta usuariosissste issstemx issste,librosbuscados,de paz libertad democracia se disfrazan oligarcas.,"mexico, df, cdmx",es,"In the Clinica Guerrero Norte Delegation, the doctor sent me to laboratory exams but as they say they are not being able to do them to Clinica San Rafael where they say they can not make them any will there will be any use users is ISSSTEMX ISSSTE",,
2023-06-26 21:18:01+00:00,"emilozve la capital dejo de ser la avanzada en solo 3 anos 

miles de trabajadores gob cdmx sin derechos laborales desde hace 5 anos no issste vacaciones aguinaldo antiguedad etc 
participacion ciudadana cultura dif prosoc juramos combatir la explotacion laboral",sinhueegipci,mira si te querre,unknow,es,Emilozve the capital ceased to be advanced in just thousands of Gob workers as without labor rights for years no isste holiday bonus an antique etc,,
2023-06-26 21:14:39+00:00,video como en dinamarca medicos del issste operan entre goteras en chiapas httpstco116lmfnwwh via ricardoalemanmx,mlgchio,maria luisa,"quintana roo, mexico",es,Video as in Denmark Doctors of the ISSSTE operate among leaks in sparks via Ricardoalemanmx,,
2023-06-26 21:11:09+00:00,molleteapestoso esta en la prensa quiere construir un hospital de issste en dicho lugar,morletgustavo,gustavo morlet berdejo,"chilpancingo, gro",es,Molleteapestoso is in the press wants to build an ISSSTE hospital in that place,,
2023-06-26 21:09:49+00:00,supera esto lopezobrador zoerobledo insabimx tuimss hlgatell ssaludmx ssaludcdmx issstemx ,juliusprimero,julius primero,queretaro,es,This LopezObrador Zoerobledo Insabimx Timss Hlgatell Ssaludmx Ssaludcdmx ISSSTEMX,,
2023-06-26 21:09:25+00:00,"mmillerr2 berzerkerl1 se defiende lo que es correcto lamento que lo tomes personal de nuevo a los que apoyan a claudia no ven lo que esta pasando con trabajadores cdmx sin issste aguinaldo vacaciones etc 

eso es fanatismo luchar vs explotacion laboral 

noo es hacer lo correcto
saludos",sinhueegipci,mira si te querre,unknow,es,It defends what is correct regret that you take personnel again to those who support Claudia do not see what is happening with workers like without ISSSTE Aguinaldo Vacation etc. That is fanaticism to fight vs. labor exploitation noo is doing the right thing to do greetings,,
2023-06-26 21:04:59+00:00,markocortes adanaugusto cierto es un mundo de dinero pero no hay medicinas en el issste y el imss,patriciamarnri1,patricia marin rivera,unknow,es,Markocortes Comanougust True is a world of money but there are no medicines in the ISSSTE and IMSS,,
2023-06-26 21:04:23+00:00,"nacional viral salud exhiben gotera en cirugia en el issstemx de tapachula chiapas un derechohabiente denuncia que es deprimente ser atendido en el lugar por las carencias del hospital 

httpstcosps9kpi97x 
httpstcozkcnmj0xxv httpstcoq179kdfbr0",ngellucio,angel lucio,guadalajara jalisco,es,National Viral Health exhibit Gotera in Surgery in the ISSStemx of Tapachula Chispas A right hold,,
2023-06-26 21:02:02+00:00,marianagc fgrmexico birmex issstemx para cuando la demanda del accidente de la guarderia abc senora,victor71118852,victoria ,unknow,es,Mariana fgrmexico go ISSStemx for when the demand for the accident of the nursery abu senora,,
2023-06-26 21:00:36+00:00,issstemx se solicita mas medicos en urgencias de 1o de octubre o que baje el director para explicar porque no hay mas medicos y el personal dice que subamos a buscarlos sin importa que hay quien viene en silla de ruedas,marthaescamilla,ahtram,"ciudad de mexico, mexico ",es,ISSSTEMX is requested more doctors in emergencies of October or that the director goes down to explain why there are no more doctors and the staff says that we go to look for them without matter that there are those who come in a wheelchair,,
2023-06-26 20:59:15+00:00,issstemx me envian de indianilla a 1o de octubre porque es una urgencia aqui en urgencia me dicen que el padecimiento es de clinica solo hay 2 medicos en 1o de octubre para atender el rezago desde las 1130 mi paciente es diabetico no ha comido y solo me saben decir que espere,marthaescamilla,ahtram,"ciudad de mexico, mexico ",es,ISSStemx they send me from Indianilla to October because it is an urgency here in urgency they tell me that the condition is of clinics there are only doctors in October to attend the prayer from the patient is diabetic has not eaten and they only know how to tell me,,
2023-06-26 20:53:43+00:00,"slayerns0712 lumendoz issstemx drpedrozenteno alexand88604802 abrahamendieta esos peleles que senalas y mas mendieta deberia de callarse el hocico antes de que le apliquen el 33 al imbecil

pero como comen de las mesadas de la 4t no le importa ladrar todo el tiempo para ser escuchado",inmaculero007,inmaculero,unknow,es,LUMENDOZ ISSSTEMX Droppedrozentian Abrahamendieta Those peppers that you point out and more blessed should the snout shut up before they apply the imbecil but how they eat the countertop of the countertop. It does not care to bark all the time to be heard,,
2023-06-26 20:51:00+00:00,lumendoz issstemx drpedrozenteno el director inepto que hace mutis y no sirve para nada pero bien que se mama las cuotas de todos los derechohabientes de ese hospital  esta parada una construccion que tiene mas de 6 meses cambian de directivos y todos son iguales en ese hospital pero ya somos dinamarca ,inmaculero007,inmaculero,unknow,es,Dupedrozentian Lumendoz Isstemx The inept director who makes mutis and is useless but that the quotas of all the beneficiaries of that hospital are breastmark this stop is a construction that has more than months changing managers and all are the same in that hospital but we are already Denmark,,
2023-06-26 20:50:12+00:00,lumendoz karlapinak issstemx drpedrozenteno inconcebible irresponsabilidad de lopezobrador quien asegura no hay problemas en el sector salud y su pestilente gobierno mejor que el de embamexdin en salud,hectorparrargz,hector parra rgz,unknow,es,LUMENDOZ KARLAPINAK ISSSTEMX DRPEDROZENTEO inconceivable irresponsibility of Lopezobrador who ensures no problems in the health sector and its pestilent government better than that of Embamexdin in Health,,
2023-06-26 20:45:31+00:00,cantisani2 carloseromero16 glodejo07 jajajajaa ya todos los legisladores van al issste  que mamadas ponen estos weyes completamente incomprobables y el presidente se bajo el sueldo a 7mil pesitos pero vive en un puto palacio virreinal,kainhgg,hugo gallardo,unknow,es,Hahahaha and all legislators go to ISSSTE that blowjobs put on these completely incomprobable laws and the president goes down the salary to kisses but lives in a fucking virginal palace,,
2023-06-26 20:45:14+00:00,marygardez5477 lumendoz cepillo issstemx drpedrozenteno claro que no es otra de sus mentiras,rafaelsanders22,rafaela sanders,mexico,es,Dupedrozentian isstemx brush luxury brush that is not another of his lies,,
2023-06-26 20:44:32+00:00,lajornadaonline aqui en tapachula los venden al menudeo personal del issste se ponen en un modelo plus a tomar mientras llegan los clientes frecuentes venden viagra entre otros ojala un dia hagan una revision de todas las unid y se den cuenta del rojo hormiga dentro de las instituciones ,analuna74,analuna morena de  y piel,chismex,es,Lajornadaonline here in Tapachula they sell them to the personal retail of the ISSSTE they put in a plus model to take while frequent clients sell viagra among others I hope one day make a review of all the UNIDs and realize the red ant within the institutions within the institutions,,
2023-06-26 20:44:05+00:00,annegaytan a los del issste hermana,marymolinaoro,(m)(a)(r)(y)(t)(a) ^   3/4,westeros,es,Annegayan to those of the ISSSTE sister,,
2023-06-26 20:38:03+00:00,pinche sistema todo qlero en la uad los coordinadores no sirven para nada,melol08403875,la castrosa del issste,unknow,es,click all clergy system in the UD the coordinators are useless,,
2023-06-26 20:38:01+00:00,"lumendoz issstemx drpedrozenteno nunca la salud publica en mexico la atencion en general es deplorable a mas no poder
esos son los enganos del presidente mas mentiroso y corrupto que ha padecido mexico
prometo no darle un solo voto a morena",d_tmanuel,tomasmanuel del valle diaz,unknow,es,Lumendoz isstemx Duchpedrozentian Never public health in Mexico The attention in general is deplorable to but those who are the dwarfs of the most liar and corrupt president that Mexico has suffered I promise not to give a single vote to Morena,,
2023-06-26 20:34:39+00:00,"y aun niegan que estamos peor que cuando estabamos peor
realizan cirugia con gotera en el issste                                  en hospital de chiapas llevaron a cabo una cirugia mientras una gotera mojaba al paciente httpstcouqve4mevti",pacoquijada,pakoquijada,aqui.,es,And they still deny that we are worse than when we were worse they do gether surgery in the ISSSTE in the sparks hospital carried out a surgery while a droplet wet the patient,,
2023-06-26 20:33:56+00:00,"tenemos sentencia

juez concede amparo a paciente con cancer de mama ordenando a issste que brinde el servicio medico urgente asi como los tratamientos y medicamentos que resulten necesarios para proteger la salud de la quejosa

podemos ayudarte
httpstcof78r7dwupq httpstconavlietsf2",justiciavsc,justiciavscancer,mexico ,es,We have a judge judge grants the patient with breast cancer ordering ISSSTE to provide the urgent medical service as well as the treatments and medications that are necessary to protect the health of the complaints we can help you,,
2023-06-26 20:23:09+00:00,annierosy erzs1 ansbertoarafat lumendoz issstemx drpedrozenteno  al final le termino pidiendo el numero de telefono para seguir debatiendo y lo dejo como ,nelson787721582,nelson,unknow,es,ANNIEROSY ANSBERARAFAT LUMENDOZ ISSSTEMX DRPEDROZENTEO In the end I end up asking for the phone number to continue discussing and I leave it as,,
2023-06-26 20:21:44+00:00,issstemx pedrozentenosa1 veinte minutos en una llamada y al final cuelgan   no atienden  httpstco1t50orr4v0,andyrobrts,andy roberts,unknow,es,ISSSTEMX twenty minutes in a call and at the end they hang,,
2023-06-26 20:20:51+00:00,andreachaveztre imss issste sistema de salud que aunque con fallas funcionaba seguro popular campanas de vacunacion sistemas carreteros que funcionan todo eso lo desmantelo este gobierno populista cuales logros han hecho en este sexenio,pacozs1,el animalito del bosque,unknow,es,Andreachaveztre IMSS ISSSTE Health System that although with failures Popular Insurance Washed Vaccination bells Road systems that work all that this populist government dismantled which achievements have made in this selenium,,
