Datetime,Content,Username,DisplayName,Location,Lang
2023-06-08 17:28:57+00:00,"TacticEvil Trasfondoin De verdad que la ubicacion en Costera es pesima 
Seguimos desprotegiendo las colonias mas necesitadas y a la derechohabiencia del ISSSTE esa que no vive en costera",ArqAnahiGR,Ana Ladelas Bicis,"Acapulco de Juarez, Guerrero",es
2023-06-08 17:28:45+00:00,"hospitalrubendariofernandez ISSSTE derechoshumanos comisiondeaebitrajemedico
En fila para solicitar estudio de sangre porque la primer muestra salio muy cuagulada y como siempre donde estan los servidores publicos para atencion al paciente En que se gastan los recursos httpstcoanZEcsuKt3",moalreyna22,Cch Monterrosa Reyes,,es
2023-06-08 17:24:52+00:00,"belynew ISSSTEmx Trasfondoin sntissste Es un lugar estrategico con todos los servicios para su funcionamiento
Se les acabo el negocio a los empresarios clasistas hambreados de Acapulco 

httpstcog1PZZ8QS8Z",hoy_acapulco,Denuncia Ciudadana Acapulco ,"Acapulco de Juarez, Guerrero",es
2023-06-08 17:24:07+00:00,MarlenP43172394 atameAti lopezobrador ISSSTEmx INSABImx TuIMSS Si  donde quiera hay gente manosa y el IMSS ISSSTE  etc no es la excepcion siempre ha sido asi hasta ahora que el Sr Presidente esta tratando de mejorar los servicio de Salud como nunca antesestos medios se quejan porque no lo hicieron antesbola de hipocritas payasos,LupitaH32823858,Lupita Hernandez,,es
2023-06-08 17:19:34+00:00,MissSunshine4 El 31 de mayo mi madre tuvo cita medica en consulta de oftalmologia en el Hospital del ISSSTE de Culiacan  ese dia le hicieron estudios profundos descubrieron desprendimiento de retina y dos dias despues el 2 de junio la intervinieron de forma ambulatoria ,karlarociogarc2,karla rocio garcia zamudio,,es
2023-06-08 17:14:42+00:00,hoyacapulco ISSSTEmx Trasfondoin sntissste Insisto buen chissste del GobiernoCriminalCorruptoyMentiroso  mal lugar para construirlo ,belynew,lybe,,es
2023-06-08 17:11:49+00:00,"Se requiere donador de sangre Tipo O
Hospital General ISSSTE Tlahuac de la CDMX 
Se gratificara con 3000 al donante 
Hoy 8 de junio hasta las 5pm o 9 junio de 7am a 9am
Comunicarse al 9991443086 
Venir en ayunas 
De 18 a 65 anos Acudir con identificacion oficial COMPARTAN",thenewxtian,Xtian,Xibalba,es
2023-06-08 17:08:01+00:00,MAS DE DOS MESES ESPERANDO EL LLAMADO DE LA CLINICA INDIANILLA ESPECIALIDAD DE OFTALMOLOGIA PARA ESTUDIO DE GLAUCOMAServicios en Linea del ISSSTE httpstcoeMyb9d3l9a,GuadalupeLuisa8,Guadalupe Luisa Castillo Alanis,,es
2023-06-08 17:06:43+00:00,ISSSTEmx no sirve la pagina para solicitar citas ,cristian080203,Christian Rodriguez,Mexico,es
2023-06-08 17:06:38+00:00,"La construccion del nuevo hospital del ISSSTEmx en Acapulco es un hecho y ya no hay mucho tiempo para debatir sobre el por lo cual lo mas seguro es que se construya en los terrenos del Centro Internacional Acapulco

 Trasfondoin

httpstcoc7qPSIDR5l httpstcoKv52d1g5FI",hoy_acapulco,Denuncia Ciudadana Acapulco ,"Acapulco de Juarez, Guerrero",es
2023-06-08 17:05:53+00:00,ISSSTEmx no sirve su pagina para solicitar citas alguien que le avise al administrador de la pagina que chafas ,cristian080203,Christian Rodriguez,Mexico,es
2023-06-08 17:01:18+00:00,DonaGalloMDFCK Pense IMSS o ISSSTE,IlitchCabriales,Acomixtli,,es
2023-06-08 16:59:54+00:00,IlitchCabriales Es el issste ,DonaGalloMDFCK,DonA ,"DoNita rEal, DoNita LeY",es
2023-06-08 16:58:46+00:00,ISSSTEZNORTE presente en el Tercer EncuentroNacionalECOS ParaElBienestar httpstcouk6Z1riRcT,Al_Albarran1,Dr. Alonso Albarran G. ,Regional Zona Norte,es
2023-06-08 16:57:58+00:00,ISSSTEmx lopezobrador  pesima atencion en esta institucion 6 horas para conseguir una maldita incapacidad de una operacion que no se pudo hacer en esta misma institucion por falta de capacidad y recursos Falta mucho por trabajar,aguilagab,El papi de todas las cosas,Mexico,es
2023-06-08 16:55:26+00:00,jjhv27 drpedrozenteno usuariosissste Terrible,LabrujaJoseVF,VeVaLaBruja,Castillo magico ,en
2023-06-08 16:55:19+00:00,ElAmaDeCasa1 rosaicela GobiernoMX ISSSTEmx lopezobrador drpedrozenteno SFPmx arturomedinap No puede con su chamba y esta de metiche,IleanaYaez1,Ileana Yanez,,es
2023-06-08 16:53:13+00:00,D3r022 Perdon  le tocaria al ISSSTE por ser empleado de gobierno  ahi es peor la atencion por lo que me han comentado,Ernesto98712377,Ernesto Hernandez,ciudadano del mundo....,es
2023-06-08 16:52:28+00:00,"DrPacoMoreno1 Es correcto sabemos que hay corrupcion profunda en el IMSS y en el ISSSTE pero se necesita tomar medidas El robo de medicamentos es algo sistematico dentro de esas instituciones 
Si llegan los productos pero se los roban dentro",josharellano,Slotnik Jeshua,Mexico City,es
2023-06-08 16:50:01+00:00,AccionNacional MarkoCortes Porque cuando goberno porque mejor no volvio al sistema de pensiones que se cambio en 1997 y luego en 2007 a los del ISSSTE  ahora me dicen que Fox que siempre se quejo de que destinar dinero a pensionados era un despilfarro ,ArthasCallahan,Armand Callahan,CDMX,es
2023-06-08 16:48:51+00:00,ElUniversalMx El senor prometiendo cosas y el IsssteZac  sin medicamentos ,Pande_zac,potijjusama Spotizahsaju,"Zacatecas, Zac. Mexico",es
2023-06-08 16:47:09+00:00,mariodelgado Mario la verdad hoy quize amanecer sonriendo pero en mi cita del issste  resulta que no funcionaron los rayos x  y  bueno habia que ir a unos particulares  fuero 1300 pesos pase con el especialista gracias dios todo bien me receto 5 medicamentos  y sorpresa solo tenian uno buuuu,pepevere,caligula,"Tamaulipas, Mexico",es
2023-06-08 16:45:44+00:00,MarcoEstevezG99 jjhv27 drpedrozenteno usuariosissste ISSSTEmx Es increible que ni el director tenga un equipo para la resolucion de problemas El reflejo de la inoperancia es la cabeza si el director no tiene un equipo de resolucion el es el que esta mal Luego dicen que porque les echan a la prensa,lorena22RmzV,Lore Ramirez,"Veracruz, Veracruz de Ignacio ",es
2023-06-08 16:43:04+00:00,Fanaticada urge donacion de plaquetas con tipo de sangre  A para mi comadre  hay que ir al nuevo hospital General al banco de sangre y hacer la donacion a nombre de Ana Karla Zepeda Ruiz quien esta siendo atendida en ISSSTE anexo requisitos gracias de antemano httpstcos4qvpZnb6z,alexhdzpina,Alex Hdz. ,Queretaro,es
2023-06-08 16:40:51+00:00,"Q tampoco te engane este RATERO vive calle de Recreo

ISRAEL ANGEL SANCHEZ RIZO

Diario twitiare su foto para q sepan q eres un
ESTAFADOR
dice ser Servidor Publico en el Senado y Gestor d proyectos
SENADO ISSSTE
Estuvo en la CARCEL x ESTAFADOR
A MI ME TIENE AMENAZADA DE
X FAVRT httpstcolnw1j5wgoS",sylviarebecalv,SYLVIA REBECA,"UT: 19.3616829,-99.1703822",es
2023-06-08 16:40:34+00:00," SabiasQue los TumoresCerebrales  representan entre el 85 y el 90 de todos los tumores primarios del sistema nervioso central

Conoce otros 6 datos para cuidar tu cabeza

ISSSTESalud 8Junio DiaDeLosTumoresCerebrales httpstcoGrACc3ke8N",ISSSTE_Salud,ISSSTE Salud,"Ciudad de Mexico, Mexico",es
2023-06-08 16:40:01+00:00,usuariosissste excelente dia esperando respuesta,ROLUZA,ROGELIO LUNA Z.,"Oaxaca, Mexico",es
2023-06-08 16:36:52+00:00,"ISSSTEmx 
Ya esta en funcionamiento el sistema de citas para prestamo Eh intentado entrar desde hace dos dias",iqmaverick,Roberto Nva,,es
2023-06-08 16:35:35+00:00,abrahamendieta Sera por que es insostenible el seguir aumentando la pension de forma generica El Gobierno ha tenido que pagar 18 billones de pesos en aportaciones IMSS ISSSTE los programas sociales y el pago de deuda publica en 5 anos Como sostienes eso a mediano plazo,ManuelV2872313,Manuel Vazquez,Mexico,es
2023-06-08 16:35:01+00:00,lahijadelhierro Los del ISSSTE y SSA hacian rotaciones en hospitales de la SSA de los pueblitos pero creo maximo 34 meses,Uisa_Michi,LaVz,En tu corazon,es
2023-06-08 16:34:28+00:00,"Una Alimentacion saludable ayuda a protegernos de la malnutricion en todas sus formas asi como de enfermedades no transmisibles como la diabetes cardiopatias accidentes cerebrovasculares y cancer
SaludParaTodos httpstcozJ85uMVLBS",Issste_BCN,Issste_BajaCalifornia,,es
2023-06-08 16:34:12+00:00,PrestamoIssste drpedrozenteno No es Justo el trato que estan dando a las personas en especial a los adultos mayores y enfermos La gente se forma desde la seis de la tarde para alcanzar una ficha porque el sistema no sirve  ISSSTEmx drpedrozenteno azucenau CarlosLoret httpstcoKxB1N6WOfK,magoto,Mariana Gonzalez,Ciudad de Mexico,es
2023-06-08 16:32:55+00:00,"Narvarte VertizNarvarte ColNarvarte infonoctambulo Narvarteando NarvarteVecinos EnNarvarte Narvarte 
Que no se construyan departamentos en Dr Vertiz 543 esquina con obrero mundial col Narvarte Antes Super ISSSTE Firma 
httpstcoA2aLRsFANy",YoloCasas,Yoloxochitl Casas Ch,Mexico DF,es
2023-06-08 16:30:15+00:00,rosaicela GobiernoMX ISSSTEmx lopezobrador drpedrozenteno SFPmx arturomedinap Acciones siempre en beneficio de la salud del pueblo de Mexico,boogieary,Benita Barrera,Pachamama,es
2023-06-08 16:30:04+00:00,"mariodelgado Yo creo que muchos enfermos atendidos en el IMSS o ISSSTE quisieran poder tener un motivo para sonreir
Al no atender los grandes problemas que hay en el sistema de salud se estan convirtiendo en unos genocidas",harddpop,Bastiat,"Coyoacan, Distrito Federal",es
2023-06-08 16:30:01+00:00,"Nacional  Medicos del ISSSTE operan la pierna equivocada a una paciente
httpstcoQg7BzytsVI httpstcoE2GrxkSn95",Canal44CUU,Canal 44 - El Canal de las Noticias Chihuahua,"Chihuahua, Chihuahua",es
2023-06-08 16:29:48+00:00,ISSSTEmx drpedrozenteno  Urge operacion de columna  Firma la peticion httpstcohIqWrrhYIi a traves de ChangeMex,GuacheDuarte,J. Isabel Duarte,Mexico,es
2023-06-08 16:27:00+00:00,"Negligencia medica Acusan a doctores del ISSSTE en SanLuisPotosi por operar pierna sana a paciente

httpstcozogrOSTooY httpstcoJqDoLKPtw0",ZonaCaliente22,ZonaCaliente22,,es
2023-06-08 16:26:51+00:00,El instituto es un espacio libre de violencia maltrato y discriminacion sin importar orientacion sexual yo genero El respeto es un derecho que tienen todas las trabajadoras y trabajadores del Issste httpstcoi6khpZA2eY,IsssteSanLuisP,Issste San Luis Potosi,,es
2023-06-08 16:23:41+00:00,ISSSTEmx  podrias decirnos si tienes disponibilidad de vacuna contra hepatitis A ,JezMex,Dr. Jezer Lezama,"Mexico DF, Mex.",es
2023-06-08 16:23:38+00:00,ISSSTEmx porque hay burocracia para hacer cambios de adscripcion estoy en Tuxtla y dicen que antes de las 8 am anotarse en una lista,ROLUZA,ROGELIO LUNA Z.,"Oaxaca, Mexico",es
2023-06-08 16:18:29+00:00,ISSSTEmx Por que no funciona su telefono Como puedo conseguir una constancia de anos de servicio,alecaslo,Ale Castellanos,"Villahermosa, Tabasco, Mexico.",es
2023-06-08 16:17:33+00:00,mima571130 zoerobledo TuIMSS lopezobrador Muchas gracias Mimita hermosa dejame y busco las fotos que subi no las encuentro es que tuve un familiar en el ISSSTEmx de Acapulco y de verdad me senti impotente y con ganas de llorar como tratan a los pacientes ademas me toco ver que fallecio uno y ver todo eso duele mucho httpstcoeg2xI4qpv4,MarlenP43172394,Marlen Perez,,es
2023-06-08 16:14:15+00:00,ISSSTEmx Su sistema no da citas  y cuando por fin aparecen y se trata de ingresar no llega el codigo verificador al correo de registroMuy complicado Hay otra forma de entregar documentos,erenciran75,EreRan,,es
2023-06-08 16:12:21+00:00,Mariade50538431 drpedrozenteno ISSSTEmx Pemex Por supuesto que no oye nada si lo deje ahi fijo este tuit fue precisamente para exhibirla claro que tendra que ser Juzgado y sentenciado lopezobrador por cometer crimenes de lesa humanidad en la IntlCrimCourt,DTanates,BajoProtesta #AccesoMedicoJubiladosPemex,"Merida, Yucatan",es
2023-06-08 16:11:41+00:00,"Impugnan ante la Corte leyes del viernes negro
PAN PRI PRD MC y Grupo Plural promueven segundo paquete de acciones van contra reformas aprobadas sobre el Conacyt y del ISSSTE en materia de vivienda httpstco400dRhag2s",Sucesosenlinea,SUCESOS,Mexico,es
2023-06-08 16:09:48+00:00,DTanates drpedrozenteno ISSSTEmx Pemex Pues no creo que la mujer esta escuche nada ella es tan perversa e indigna como el senor este que le dimos nuestro voto de confianza tenemos que solicitar la intervencion internacional y sacarlos del gobierno son asesinos RATETOSCORRUPTOS Y ASQUEROSOS,Mariade50538431,Maria de Lourdes Aguilar Rivera,,es
2023-06-08 16:06:26+00:00,"PersonasAdultasMayores Evita Accidentes en el Hogary verifica que las instalaciones Electricas se encuentren en optimas condiciones LaPrevencionEsNuestraFuerza CulturaDePrevencion EnvejecerConBienestar

bienestarmx
TuIMSS
ISSSTEmx
Geriatriamexico
SGIRPCCDMX httpstcodLQTXhi4UV",INAPAM,INAPAM,Mexico,es
2023-06-08 16:03:38+00:00,ISSSTEmx,pluritransicion,Ignacio Lopez Moreno,"Lerma, Mexico",qam
2023-06-08 16:01:00+00:00,En Bermudez Abogados brindamos un servicio excepcional en el analisis y la ejecucion del sistema de pensiones con el objetivo de que nuestros clientes obtengan los mejores beneficios disponibles a traves del IMSS y el ISSSTE  Informes  55 5574 24 28  55 5564 4719 httpstcot9tuL6iyNO,BermudezAboga2,Bermudez Abogados,"Cuauhtemoc, Distrito Federal",es
2023-06-08 16:00:02+00:00,Para que nos da cita el ISSSTE si despues nos pone en fila a todas tengamos cita o no httpstcoPqPL6kLExT,pluritransicion,Ignacio Lopez Moreno,"Lerma, Mexico",es
2023-06-08 15:49:03+00:00,itzia Pzz yo hice la residencia en el issste y ya se hacia servicio social por especialidad y eso fue hace 5 anos,erawinter918,Era Vela ,The Underthing,es
2023-06-08 15:47:48+00:00,QUE VA A PASAR CON LA CONSTRUCCION DEL NUEVO HOSPITAL DEL ISSSTE EN ACAPULCO Asi se verian sus instalaciones segun IA httpstcoE0nKZc9Tk4 EvelynSalgadoP ISSSTEmx usuariosissste SSaludGro httpstconHPg1t959X,Trasfondoin,Trasfondoinformativo,"Acapulco, Gro.",es
2023-06-08 15:36:40+00:00,montalvosrgc ISSSTEmx Ingresa tu queja al OIC,Lotofire__,Messy,Mexico,es
2023-06-08 15:36:07+00:00,"Ayer estuvimos en el poblado de San Jose en la comunidad indigena de Ixcatan Me comprometi a realizar aqui una jornada de salud misma que pudimos traer con ayuda del ISSSTE y las brigadas de salud Ecos del Bienestar 

Con esta primer visita se logro recabar informacion de los niveles de glucosa en las personas y el nivel de la presion arterial 

Ahora vamos a buscar a la Secretaria de Salud Federal para ver que programa podemos traer a la region para que la gente pueda mejorar su calidad de vida",ea_puerto,Alejandro Puerto,"Zapopan, Jalisco",es
2023-06-08 15:35:39+00:00,Hans2412 POR FAVOR QUE EL PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR SEPA QUE TRABAJE 13 ANOS 4 MESES EN LA SECRETARIA ENERGIA COTICE AL ISSSTE CALDERON ME CORRIO PARA METER A SU GENTE NO RECIBI INDEMNIZACION NI PENSION POR NO TENER 15 ANOS COTIZADOS ME AFECTARON CON LEY ISSSTE,arssa29,Nando Hernandez,"Tetecala, Morelos",es
2023-06-08 15:35:34+00:00,Que estres con el issste,mafferorantes,f e r n a n d a ,,es
2023-06-08 15:31:03+00:00,"Llegaron a la SCJN dos acciones de inconstitucionalidad que faltaban contra la nueva Ley General en Materia de Humanidades Ciencias Tecnologias e Innovacion la del ConahcytMex pues y contra las reformas a la Ley del ISSSTEmx

httpstcofiLy7lVQyZ",dd_lascamaras,Detras de las Camaras del Congreso,Mexico,es
2023-06-08 15:21:10+00:00,"En las bodegas de TuIMSS e ISSSTE desperdician mas de 100 millones en medicamentoscaducados  al ano

La periodista Isabel Mercado  IsabelMercado09 lo investigo y confirmo las consecuencias del deficiente control de medicamentos

httpstcoTkYp025WB9 httpstcofw8jDmVHHN",Border_Hub,Border Hub,"Edinburg, TX",es
2023-06-08 15:19:29+00:00," Mas de 100 MDP en medicamentos caducados entre ellos para tratar el cancer y VIH se desperdician en el IMSS e ISSSTE mientras pacientes protestan por desabasto isamer30 con ctrlaltsuprim

 El IMSS Sonora esta en 2do lugar de medicinas caducadas con 27 MDP httpstcoRtYlpPUzLf",ProyectoPuente,Proyecto Puente,"Hermosillo, Sonora",es
2023-06-08 15:18:51+00:00,"Se sigue cumpliendo con los requisitos solicitados por el ISSSTE para la construccion de este nuevo nosocomio

httpstcoVu1JNmm1bT",SoldeIrapuato,El Sol de Irapuato,"Irapuato, Guanajuato",es
2023-06-08 15:15:42+00:00,ElUniversalMx Ah como chinga con eso estoy en el pinche ISSSTE y esta de la chingada ya salio una tipa a decir a los q esperan por rx q no se pongan intensos porque hay q esperar a q venga un radiologoestan aqui desde las 7am,cecybellizia,cecilia bb,,es
2023-06-08 15:12:09+00:00," El ISSSTEmx realizo el sexto sorteo del Programa de Prestamos Personales 2023 

 SETNoticias

httpstcoB3UOHDdA7P",SET_Noticias,SET Noticias,"Puebla, Mexico",es
2023-06-08 15:10:23+00:00,Muy bueno que se cordinen para beneficio de los usuarios del issste,Plata57971275,Plata,,es
2023-06-08 15:07:47+00:00,montalvosrgc ISSSTEmx Lo lamento mucho,lejacoboy,Jacob Ortega,,es
2023-06-08 15:05:53+00:00,Se pide ya se haga algo con esta espera en el hospital Lopez Mateos del ISSSTE en el area de urgencias son horas de espera y el trato de una enfermera tomando los signos es majadera con los pacientes ya basta con este trato indignante httpstcoDFL23Ou2t6,Lenballesteros2,Leon ballesteros,,es
2023-06-08 15:05:24+00:00,ISSSTEmx Edomex ,pacovilchisgeo,pacovilchis,,qam
2023-06-08 15:01:13+00:00,Descubre los beneficios que te ofrece Dimex Capital SA de CV SOFOM ENR el unico patrocinador autorizado para ofrecer prestamos a jubilados o pensionados de IMSS ISSSTE CFE y PEMEX sin necesidad de autorizacion de la Secretaria de Hacienda y Credito Publico httpstco1APsUHqXRG,guillermobc1977,Guillermo Becerra,"Distrito Federal, Mexico",es
2023-06-08 15:00:04+00:00,"PiedrasEncimadas un lugar en Zacatlan con grandes rocas y el verde paisaje de la sierra Te va a encantar
Salida 12 de agosto
ServiciosTuristicos ISSSTE VACACIONISSSTE httpstcokKAuKIa8f1",STuristicosMX,Servicios Turisticos MX,Ignacio L. Vallarta 1,es
2023-06-08 15:00:03+00:00,"Hospital ISSSTEOaxaca Mi despido fue por ser mujer trans Renata Arreola 
Igualdad
RedDefensoras
 
Ddhp
Por 
DianaManzo31
 
Conoce la historia
httpstcoHVd1ZtUxyP a traves de 
portalpagina3 httpstcoGGGK9ghq4j",portalpagina3,Portal Pagina3,Oaxaca,es
2023-06-08 15:00:03+00:00,"Manten contacto con tus seres queridos y ViveSALUDableMENTE
SaludMental httpstco9brORyBsHN",ISSSTE_mx,ISSSTE,,es
2023-06-08 14:59:16+00:00,MissSunshine4 El ISSSTE esta igual,AraPrez22,Ara Perez 2,,es
2023-06-08 14:59:01+00:00,PrestamoIssste Como puedo obtener una cita si llevo desde el 20 de mayo tratando de obtener el dichoso codigo para cita de prestamo issste,nmenes,@nmenes,MEXICO,es
2023-06-08 14:58:45+00:00,lalibelula85 Y si creemos que hasta las pensiones las estan cobrando otra personas pero en los juzgados no estan solucionando nada y eso que eran trabajadores del ISSSTE y se la SEDENA,JABV1904,JABV,SLP,es
2023-06-08 14:58:22+00:00,Siendo las 840 AM en esta ubicacion ambulancia de ISSSTEmx usuariosissste  golpeo mi camioneta el conductor no se detuvo y se fue por el carril del metrobus  direccion al metro  Martin carrera UCSGCDMX OVIALCDMX SSCCDMX AlcaldiaGam ForoTV httpstcoVl4Et1umdM,labastidaeliel,Eliel Labastida,"Oaxaca de Juarez, Oaxaca",es
2023-06-08 14:58:12+00:00,caricatura cartoons Coahuila Saltillo ISSSTEmx usuariosissste httpstcomQvJzb9HVy,MSaltillero,@Orate,"Saltillo de los Orates, Coah.",qme
2023-06-08 14:57:40+00:00,AMLO dice que  AUN NO SOMOS COMO EN DINAMARCA POR CULPA DE GOBIERNOS ANTERIORES  MIENTE  en la CLINICA ARAGON  del ISSSTE hay un anuncio que dice que hasta el MES de AGOSTO se daran citas para examenes de orina y sangre  quiere justificarsu INCAPACIDAD ,bocadepescado,ruben martinez,,es
2023-06-08 14:56:53+00:00,LLEVO DENUNCIANDO DESDE QUE INICIO MI PRESIDENTE lopezobrador QUE EN  EL ISSSTEmx INSABImx TuIMSS SON LOS FUNCIONARIOS ADMINISTRATIVOS PERSONAL MEDICO DE ENFERMERIA QUIENES ESTAN SABOTEANDO TODOLOS RECURSOS EFECTIVAMENTE SE ENTREGAN PERO NO SE VEN REFLEJADOS httpstcoOoekzdS7ny,MarlenP43172394,Marlen Perez,,es
2023-06-08 14:56:11+00:00,Segunda vez que vengo al ISSSTEmx la atencion es pesima son despotas no dan informes son miles de tramites te falta un documento te regresan pero no te orientan que es lo que te falta  me doy por vencido siento impotencia y enojo,montalvosrgc,Sergio Montalvo,"Bruselas 6 - 702, Col. Juarez",es
2023-06-08 14:54:15+00:00,jgnaredo delfinagomeza Y por que se atiende en el Hospital ABC de las Lomas y no en la clinica del Issste,edg_angulo,Edgan,,es
2023-06-08 14:52:36+00:00,lopezdoriga MIENTE AMLO en la CLINICA ARAGON del ISSSTE estan anunciando que hasta el MES de AGOSTO daran citas para examenes clinicos de SANGRE Y ORINA  por falta de presupuesto,bocadepescado,ruben martinez,,es
2023-06-08 14:51:45+00:00,DongatoFifi hoyacapulco AHETA1 AlejandroDom66 ISSSTEmx sntissste GobiernoMX Un hospital del ISSSTE dudo que traiga plusvalia pero seguro que eso lo saben los expertos en bienes raices,luisarturomier,Luis A Mier y Teran,,es
2023-06-08 14:47:41+00:00,"El sector Salud en Mexico destrozado por funcionarios ineptos en la SSaludmx TuIMSS e ISSSTEmx La corrupcion el abuso y las omisiones estan documentadas CINUmexico 
ONUDHmexico httpstcoRq4xqzNsn2",CatalinaRIVELLE,Catalina,La Luna ,es
2023-06-08 14:47:33+00:00,ISSSTEmx usuariosissste ISSSTESalud PedroZentenoSa1 lopezobrador MXvsCORRUPCION AlcaldiaGam quiero reportar por este medio ambulancia del ISSSTE  traslados que hace 8 minutos paso por la explanada dela alcaldia Gustavo A Madero y golpeo mi camioneta estacionada,labastidaeliel,Eliel Labastida,"Oaxaca de Juarez, Oaxaca",es
2023-06-08 14:46:40+00:00,De igual manera los afiliados del ISSSTEmx,alexriv567,Alexrivz,"Merida,Yucatan",es
2023-06-08 14:46:02+00:00,Osval1 tmoralesenvivo En todos lados es asi El ISSSTE es un caos,CarlosLaraM81,Carlos Lara Moreno,Ciudad de Mexico,es
2023-06-08 14:44:52+00:00,lalibelula85 Pues dejame contarte la mia 2 tios fallecieron de COVID y todas sus prestaciones del ISSSTE Y DE LA SEDENA SIGUEN VIGENTES y no se ha podido arreglar nada y ya hasta votaron,JABV1904,JABV,SLP,es
2023-06-08 14:44:11+00:00,CejaTigre TigresOficial Wey es como decir que el PRI robo un chingo en su mandato entonces quiten PEMEX IMSS ISSSTE que hayan hecho cosas buenas entre comillas en este caso del gobierno que uso como ejemplo no quita que las cosas que hayan hecho en lo oscurito esten mal o si,egarzasaenz,Eden Garza,,es
2023-06-08 14:40:13+00:00,"Realiza Issste exitoso trasplante renal a nino

httpstcodTW7ieOiWL",elvigia,Periodico El Vigia,Ensenada,es
2023-06-08 14:37:42+00:00,Recuerda mantenerte hidratado ademas de ayudar con el calor es muy importante para nuestro cerebro   ViveSALUDableMENTE ISSSTESalud ISSSTE httpstcocLnDzGHFbm,IsssteJalisco,Issste Jalisco,,es
2023-06-08 14:37:02+00:00,"El ISSSTESalud realizara este mes jornadas intensivas de vasectomia sin bisturi en diversas partes del pais El servicio es gratuito para todos los hombres interesados aunque no sean derechohabientes

 httpstcoZOKYLxqI76
TodasLasVoces",IMER_Noticias,IMER Noticias,"Xoco, Benito Juarez",es
2023-06-08 14:35:42+00:00,JoseMiguelDG ISSSTEmx hola bd pues si mike pero no jodan que se nos permita renovacion o recompra del que tenemos no les cuesta nada si son buenos economistas pueden y deben hacerlo  que me den uno nuevo y que se cobrenm que deduzcan lo que le debo y me den la diferencia,nelsonv83257824,nelson velazquez arce,,es
2023-06-08 14:35:05+00:00,"elsurdeguerrero Ustedes dediquense a sus empresas
Se les acabo el negocio a los inversionistas hambreados en el sitio donde se construira el nuevo Hospital de Especialidades del ISSSTEmx

httpstco7mIbhRQNi4",hoy_acapulco,Denuncia Ciudadana Acapulco ,"Acapulco de Juarez, Guerrero",es
2023-06-08 14:34:23+00:00,"CiroGomezL German Cantinflas Martinez esta todo bien pentonto

Y ya se la cree



Panista hulero que dice que estamos hartos de los partidos

Incongruencia total o completa estupidez



Ademas de traidor No pudo con el ISSSTE

A los traidores nadie los quiere

Me da pena",delatorma,Fantomas,"Paris, France",es
2023-06-08 14:33:45+00:00,delatorreehugo ISSSTEmx otro 2o si ing asi dicen ellos que hasta pago total del que tengo pero que inicien ellos a que hay renovacion o recompra de estos prestamos porque no como b uenos economistas pueden y deben ayudarnos a conseguir prestamos de 15000000 a 5 u 6 anos,nelsonv83257824,nelson velazquez arce,,es
2023-06-08 14:33:00+00:00,"LaPortada 

Ejecuciones extrajudiciales en Tamaulipas quien ordena el fuego httpstcoxhTT9eVRfM

IMSS e ISSSTE desperdician mas de 100 mdp en medicamentos caducados al ano httpstcoxULdYYZ9Sf

Infierno en la estancia migratoria de Cancun httpstcomOqQtasjZQ httpstco7IIogkIVhK",PdPagina,Pie de Pagina,Mexico,es
2023-06-08 14:31:07+00:00,delatorreehugo ISSSTEmx hola bd ing pero ayuden ing a que se nos permita renovacion o recompra de esta modalidad de prestamos no que hasta que terminemos o pagarlo todo el resto debo que manden ellos iniciativa al senado o haber a donde pero que me den uno nuevo que deduzcan lo que debo,nelsonv83257824,nelson velazquez arce,,es
2023-06-08 14:30:55+00:00,lopezobrador Fui despedido abruptamente sin justificacion riesgo de trabajo ISSSTE 21 de abril Respetuosamente pido su intervencion Me quitaron credencial Me quieren obligar a firmar renuncia Me niegan acceso  a instalaciones Su servidor Raul Madrinan Lopez RRHH Proteccion Federal,madrinan_raul,Raul Madrinan Lopez,,es
2023-06-08 14:28:58+00:00," EnVivo  Continuan las jornadas de vasectomia sin bisturi que realiza el ISSSTEmx

La Dra Miriam Serrano Reyna nos habla sobre esta tecnica

 httpstcoZOKYLxqI76
TodasLasVoces httpstcoiw0jaxR6Jb",IMER_Noticias,IMER Noticias,"Xoco, Benito Juarez",es
2023-06-08 14:25:47+00:00,"pattvarella ISSSTEmx drpedrozenteno Harina y bigote  
Que feo caso 
Que le devuelvan el dinero 
La mona aunque se viste de seda mona se queda  httpstcoj1Uc0whsvV",Francis31245410,francomoreno,"Tijuana, Baja California",es
2023-06-08 14:21:28+00:00,LaEraM  ServicioSocial Urge donacion de sangre O Positivo para la Sra Basilisa Rojas Flores Esta en la clinica del ISSSTE cama 129 Mayores informes al 6181135144 LaEraMediaticaNoticias donate CEOMarcosOrtiz httpstcoSqLM2RQbRo,LaEraMediatica,La Era Mediatica,Mexico,es
2023-06-08 14:16:47+00:00,lopezobrador Los jubilados profesionistas del Issste presidente nos quitaron casi la mitad del ultimo salariose nos jubilo para ser pobres no para disfrutar de la jubilacionlanpreguntabes si se redtituira el salario del jubilado del Issste,v1ct0r1945,Victor M.,,es
2023-06-08 14:16:29+00:00,Pobre Mexico Lo peor es que oigo a sus paleros serviles coreando que ya el sistema de salud es como el de Dinamarca y sus fanaticos en modo zombie asienten con su vacia cabecita adoctrinada Se nota que Lopez nunca ha entrado a una clinica del ISSSTE o IMSS y ni lo hara,ElisaElguezabal,Elisa Elguezabal,,es
